Z-Curve_X,Z-Curve_Y,Z-Curve_Y,gcContent,AT/GC,GC skew,AT skew,label
65,-81,411,43.2155827,0.055767762,-0.004651163,1.313980138,0
110,-214,1092,37.62466002,0.097590361,-0.018895349,1.657831325,0
-158,-16,-280,56.86947988,-0.061259707,-0.098976109,0.758412425,0
-127,-307,1517,36.43840515,0.044160942,-0.061040788,1.744357213,0
48,-12,-2,50.14005602,0.083798883,0.050561798,0.994413408,0
73,-279,1303,38.31390135,0.082397004,-0.029950567,1.610018727,0
-21,51,-89,53.65053322,-0.055045872,0.026548673,0.863914373,0
74,-2,-290,60.96822995,0.047146402,0.069767442,0.640198511,0
-46,144,-556,60.88488645,-0.061093248,0.049049049,0.64244373,0
132,214,424,45.98028062,-0.016907216,0.060723061,1.174845361,0
35,-33,-223,55.02026114,0.027823241,0.001001001,0.817512275,0
29,-227,-317,55.4598691,0.079503106,-0.076566125,0.80310559,0
14,8,-182,57.08722741,0.004092769,0.019963702,0.751705321,0
-74,-38,-420,59.21052632,-0.013333333,-0.060215054,0.688888889,0
125,-97,-1571,57.26574785,0.017929252,0.003030303,0.746244549,0
59,45,11,49.12,0.022801303,0.163522013,1.035830619,0
42,-46,830,42.69623372,0.018136851,-0.000614251,1.342126958,0
-17,13,243,47.37069898,-0.006852444,-0.000822368,1.111009593,0
103,25,53,45.22522523,0.155378486,0.210526316,1.211155378,0
15,-89,1351,40.63756064,0.017735334,-0.008638805,1.460777626,0
53,49,1747,43.86888468,0.00032,0.006377392,1.27952,0
32,-38,-10,50.21891419,0.030514385,-0.002638522,0.991281604,0
483,321,559,44.5675413,0.035324902,0.140953717,1.243785434,0
21,13,363,40.38155803,0.005249344,0.015111111,1.476377953,0
76,-132,524,41.14864865,0.085385878,-0.016073479,1.430213465,0
115,95,629,40.30816641,0.00764526,0.054207537,1.48088685,0
21,5,-3,50.05545287,0.005908419,0.009622502,0.997784343,0
65,-27,-123,54.50549451,0.061827957,0.030595813,0.834677419,0
162,6,44,47.20812183,0.209677419,0.201923077,1.11827957,0
8,122,-88,54.92170022,-0.116089613,0.161290323,0.820773931,0
97,-21,-323,61.57706093,0.068684517,0.070895522,0.623981374,0
202,92,350,48.12312312,0.012257633,0.030390738,1.07800312,0
-89,87,-1233,70.18003273,-0.041044776,-0.001097695,0.424906716,0
200,102,48,49.09977494,0.037433155,0.111274871,1.036669213,0
52,42,-92,62.29946524,0.021459227,0.333333333,0.605150215,0
-135,93,-639,61.01344364,-0.06440678,-0.018567639,0.638983051,0
15,5,-427,62.74626866,0.004757374,0.016025641,0.593720266,0
-44,192,-154,53.4841629,-0.099830795,0.071984436,0.869712352,0
-35,-63,3,49.81036662,0.035532995,-0.123425693,1.007614213,0
-6,-14,12,49.47368421,0.007092199,-0.017361111,1.021276596,0
-141,-9,51,48.40125392,-0.085492228,-0.091130012,1.066062176,0
-6,32,218,44.56087824,-0.021276596,0.01170117,1.244120941,0
-324,-260,806,39.2188336,-0.021828104,-0.128521127,1.549795362,0
-9,3,-91,56.56565657,-0.015306122,-0.009966777,0.767857143,0
71,-35,217,42.81932495,0.081916538,0.020833333,1.335394127,0
-169,-193,-237,54.84266449,0.008941878,-0.163800905,0.823397914,0
-9,-89,71,47.88059701,0.049875312,-0.056128293,1.088528678,0
43,13,141,40.71146245,0.048543689,0.062222222,1.45631068,0
-95,-59,-197,55.83876704,-0.01910828,-0.103355705,0.790870488,0
-39,-31,-173,55.69453588,-0.004728132,-0.052005944,0.795508274,0
-74,-68,1740,40.20049561,-0.000840572,-0.013373517,1.487531521,0
85,-191,-271,56.4248459,0.115966387,-0.057671382,0.772268908,0
52,-38,-82,54.7235023,0.094736842,0.017811705,0.827368421,0
57,-11,-201,66.77796327,0.085,0.115577889,0.4975,0
-74,140,-462,66.73913043,-0.116178067,0.071895425,0.498371336,0
-68,-36,130,48.35276229,-0.008385744,-0.025515211,1.068134172,0
110,14,62,46.09571788,0.131147541,0.144859813,1.169398907,0
34,310,1130,44.02369367,-0.033157136,0.03250189,1.271504085,0
-56,-10,-6,50.6302521,-0.095435685,-0.140425532,0.975103734,0
-233,175,-829,61.25441216,-0.090425532,-0.020322355,0.632535461,0
-73,-143,181,44.54490657,0.047361299,-0.117391304,1.244925575,0
71,11,-325,63.3744856,0.038961039,0.092134831,0.577922078,0
111,5,-31,50.75572891,0.050912584,0.057425743,0.970220941,0
268,-112,-1026,61.07034959,0.067137809,0.043237251,0.63745583,0
49,17,89,47.12717883,0.021917808,0.04029304,1.121917808,0
83,11,-81,52.45305875,0.041570439,0.059872611,0.906466513,0
376,-96,-248,53.00387597,0.10786106,0.072164948,0.886654479,0
36,114,-188,56.37720488,-0.046931408,0.116640747,0.773766546,0
-96,28,-982,67.22807018,-0.032359081,-0.03640257,0.487473904,0
13,-37,105,35.21126761,0.2,-0.052173913,1.84,0
11,101,-283,55.20411916,-0.029980013,0.045977011,0.811459027,0
381,237,521,45.20875483,0.029292107,0.103726083,1.211960944,0
-102,-40,-164,54.24870466,-0.029608405,-0.080407701,0.843361987,0
-87,171,-605,64.37054632,-0.095202952,0.056,0.553505535,0
-103,-5,-371,61.60100063,-0.049746193,-0.087947883,0.623350254,0
-2,276,-992,57.33510796,-0.035852463,0.047487002,0.744132061,0
108,-2,-206,62.56097561,0.107212476,0.172638436,0.598440546,0
-3,105,-213,62.87787183,-0.103846154,0.166123779,0.590384615,0
-17,-9,-97,58.37651123,-0.01183432,-0.053941909,0.713017751,0
-88,44,-134,57.08245243,-0.122222222,-0.054187192,0.751851852,0
34,-20,90,43.9516129,0.082568807,0.016786571,1.275229358,0
-25,21,-1101,62.64645072,-0.008434177,-0.001230012,0.596259626,0
68,98,-218,57.28609626,-0.017502917,0.129890454,0.745624271,0
33,-53,-277,64.5943098,0.070146819,-0.029761905,0.54812398,0
-139,-349,1363,33.31701346,0.077149155,-0.089574156,2.001469508,0
-259,-399,1035,39.04298116,0.037960954,-0.11427579,1.561279826,0
-16,-28,94,46.81139756,0.008695652,-0.028061224,1.136231884,0
28,0,-706,61.75882745,0.007551241,0.012195122,0.619201726,0
368,-6,1410,36.97339246,0.093453273,0.053063618,1.704647676,0
-65,-105,1451,33.80218799,0.01321004,-0.028667791,1.958388375,0
27,57,17,48.55195911,-0.052631579,0.139072848,1.059649123,0
-70,100,-180,63.59516616,-0.201900238,0.062240664,0.572446556,0
-31,21,-257,63.56916579,-0.043189369,-0.014492754,0.573089701,0
120,-2,186,39.18604651,0.181008902,0.112810707,1.551928783,0
125,59,-77,53.21637427,0.051805338,0.164285714,0.879120879,0
153,-13,-441,58.76042908,0.056118999,0.06743738,0.701825558,0
-56,48,-256,65.09433962,-0.094202899,-0.013513514,0.536231884,0
-45,-75,-343,54.51434588,0.007242878,-0.034722222,0.834379527,0
13,-191,847,31.01748095,0.147398844,-0.05782976,2.223988439,0
57,-5,-3,50.3030303,0.124497992,0.105691057,0.987951807,0
-128,-76,68,47.71505376,-0.036619718,-0.131105398,1.095774648,0
136,158,-730,62.88841808,-0.006176305,0.139866794,0.590117911,0
56,94,-872,70.01836547,-0.012459016,0.114854518,0.428196721,0
-228,84,-880,70.71563089,-0.103861518,-0.115755627,0.414114514,0
13,25,-197,68.00731261,-0.016129032,0.108571429,0.470430108,0
20,6,50,46.69312169,0.019830028,0.032258065,1.141643059,0
54,32,224,40.8045977,0.022132797,0.05963939,1.450704225,0
-6,32,-58,52.7992278,-0.034734918,0.026584867,0.893967093,0
4,-8,-338,64.29780034,0.007894737,-0.004739336,0.555263158,0
-211,-169,97,48.39350778,-0.014373717,-0.12195122,1.066392882,0
12,-96,-424,57.41258741,0.032886724,-0.034482759,0.741778319,0
45,13,-295,64.61843409,0.024539877,0.081232493,0.547546012,0
50,-20,-172,59.88505747,0.067178503,0.042979943,0.669865643,0
