Z-Curve_X,Z-Curve_Y,Z-Curve_Z,gcContent,AT/GC,GC skew,AT skew,label
739,45,3577,38.56092101,0.05755515,0.040807828,1.593299055,1
792,424,882,41.32231405,0.087619048,0.203890007,1.42,1
6,-46,154,34.28571429,0.154761905,-0.062111801,1.916666667,1
173,-25,-71,50.7821106,0.042950108,0.03312444,0.969197397,1
-320,-288,932,46.32723834,-0.002722014,-0.044640235,1.158557332,1
15,-423,2895,39.80131051,0.038767924,-0.023876404,1.512480085,1
18,-58,356,41.50763359,0.043678161,-0.016313214,1.409195402,1
386,-136,1330,42.68909411,0.06721607,0.023978515,1.342518671,1
-82,-242,918,41.78890877,0.034246575,-0.04978488,1.392979452,1
-2,-18,3056,33.17180617,0.002656042,-0.001647989,2.014608234,1
-84,18,64,47.89750329,-0.069958848,-0.041614124,1.087791495,1
20,34,168,47.87556904,-0.003697834,0.013100437,1.088748019,1
-110,162,-458,66.66666667,-0.148471616,0.056768559,0.5,1
100,-272,1804,39.52137546,0.054673721,-0.016519401,1.530276308,1
101,21,625,40.35791422,0.03058104,0.031557165,1.477828746,1
52,-190,944,37.35940011,0.086738351,-0.029499786,1.676702509,1
62,-522,1024,43.43589744,0.086186541,-0.052130553,1.302243211,1
235,99,-587,58.69114599,0.034308779,0.119713262,0.703834511,1
-64,60,-494,68.02919708,-0.066523605,-0.00456621,0.469957082,1
0,-452,2768,33.22830829,0.08242159,-0.041016334,2.00948213,1
11,39,609,40.37914692,-0.010954617,0.013248543,1.476525822,1
-26,-64,-776,64.31734317,0.010900746,-0.046535677,0.554790591,1
114,8,1390,36.42578125,0.028418231,0.018740399,1.745308311,1
179,-49,113,47.62704746,0.100529101,0.0521251,1.099647266,1
-67,-135,-437,55.95854922,0.016569201,-0.0625387,0.787037037,1
326,64,742,46.03463018,0.030415603,0.038621509,1.172277687,1
7,33,-549,56.55913978,-0.005492184,0.0110011,0.768060837,1
-122,-150,-88,50.78627591,0.004926108,-0.049382716,0.96903589,1
227,109,-7,50.1496366,0.05029838,0.144082333,0.994032396,1
151,55,-45,50.81315504,0.034139403,0.075679647,0.96799431,1
107,-137,533,41.2708811,0.096825397,-0.008365867,1.423015873,1
25,-145,-515,58.79740348,0.04938989,-0.049751244,0.700755375,1
86,-4,-284,59.30537353,0.049723757,0.066022544,0.686187845,1
327,155,521,43.44324188,0.049826188,0.107254117,1.301853998,1
19,143,-537,57.93674254,-0.031632653,0.056921996,0.726020408,1
5,-123,-107,50.50619737,0.011989509,-0.011278914,0.979955039,1
339,223,-293,54.15367168,0.030366492,0.173778602,0.846596859,1
-7,-211,1213,40.90022506,0.037417461,-0.027671998,1.444974321,1
-67,129,-1053,56.50723026,-0.021434821,0.008809321,0.769685039,1
-80,-114,732,35.39505188,0.019165727,-0.059913527,1.825253664,1
119,-139,607,43.75642872,0.060648801,-0.003657644,1.285378467,1
-69,-47,-335,57.70114943,-0.00876494,-0.063043478,0.733067729,1
54,-118,334,41.43589744,0.106435644,-0.028021016,1.413366337,1
-54,-142,390,47.11964549,0.013793103,-0.027374302,1.122257053,1
-22,220,-334,55.55925433,-0.072498502,0.074157303,0.799880168,1
12,-168,498,40.79822616,0.081521739,-0.048689139,1.451086957,1
329,-163,-239,53.27128388,0.126413155,0.048623316,0.877183967,1
-164,-276,-822,60.93666844,0.024454148,-0.14986376,0.641048035,1
-181,247,-785,63.96300249,-0.119021135,0.032576505,0.563403782,1
-42,-138,306,44.28678118,0.040472175,-0.060321716,1.258010118,1
-32,8,-280,59.11458333,-0.022026432,-0.01910828,0.691629956,1
-267,-3,181,47.73806548,-0.069109948,-0.06456241,1.094764398,1
312,310,-758,58.00253378,0.000364033,0.15635998,0.724062614,1
54,-162,316,44.86345904,0.07826087,-0.031839623,1.228985507,1
10,-86,352,38.91687657,0.077669903,-0.039175258,1.569579288,1
187,127,247,40.4040404,0.057692308,0.204693611,1.475,1
200,2,162,46.56196944,0.090246126,0.080222399,1.147675479,1
490,236,982,37.14659686,0.089499648,0.151187005,1.692036646,1
208,134,410,47.31956067,0.010223819,0.042442293,1.113290964,1
131,159,195,47.37267583,-0.007963595,0.074244752,1.110921502,1
-405,-191,1803,36.88345701,-0.042209073,-0.068695251,1.711242604,1
121,5,-659,58.90299919,0.026605505,0.041420118,0.697706422,1
101,21,471,44.8479545,0.019512195,0.024196747,1.229756098,1
7,-179,-1063,63.60378807,0.037424547,-0.0604782,0.5722334,1
32,-44,802,42.73287423,0.016115352,-0.001898734,1.340118745,1
14,-88,406,46.52635181,0.018756896,-0.01184,1.149319603,1
33,-51,-67,54.16149068,0.096330275,-0.024390244,0.846330275,1
-198,-206,2800,40.47100463,0.000672721,-0.023096273,1.47090481,1
67,95,209,45.91956267,-0.011904762,0.058483755,1.177721088,1
203,-1,659,42.50284414,0.054603854,0.039968342,1.352783726,1
127,35,-449,58.37999253,0.029411765,0.07264574,0.712915601,1
-55,-31,-45,53.23741007,-0.032432432,-0.132307692,0.878378378,1
-44,-58,-150,58.60091743,0.01369863,-0.141274238,0.706457926,1
24,116,-450,59.98225377,-0.034023669,0.077605322,0.667159763,1
-41,103,-1249,66.90121786,-0.029126214,0.025347506,0.4947411,1
89,115,191,44.47657606,-0.016905072,0.10625,1.248374512,1
-29,-65,341,41.59684574,0.021327014,-0.039662447,1.404028436,1
4,-6,-234,58.62831858,0.006289308,-0.001782531,0.705660377,1
77,103,-501,56.29238885,-0.005800982,0.051724138,0.77643909,1
235,109,639,39.72338372,0.051012146,0.091782284,1.517408907,1
109,15,205,39.08413206,0.128065395,0.108391608,1.558583106,1
1037,315,1327,38.44278,0.163570458,0.191284663,1.601268691,1
645,289,367,45.39291991,0.098451327,0.214712644,1.202986726,1
-153,79,-1007,64.13928672,-0.050788091,-0.028974158,0.55910683,1
40,86,-26,51.12456747,-0.03891709,0.111504425,0.956006768,1
245,103,-777,58.46589671,0.026462915,0.091290661,0.710398807,1
-59,-5,-389,65.77453366,-0.033292232,-0.075829384,0.520345253,1
20,102,-338,62.8030303,-0.049457177,0.124236253,0.592279855,1
-100,88,-940,60.8897127,-0.035768645,-0.003554502,0.642313546,1
316,98,270,44.73478939,0.095030514,0.146083275,1.235396687,1
309,277,321,47.85341715,0.004471772,0.075147474,1.089714925,1
-28,68,-620,72.52906977,-0.048096192,0.052910053,0.378757515,1
-35,-119,-27,50.52796246,0.03250774,-0.060869565,0.979102167,1
803,651,-535,51.71068619,0.009398961,0.096278639,0.93383626,1
5,-61,613,41.25035684,0.02283737,-0.013605442,1.424221453,1
50,-6,-644,59.86519608,0.01432958,0.016793893,0.670419652,1
272,86,-780,58.34403081,0.03410341,0.091936312,0.713971397,1
-132,-18,-332,54.50352686,-0.028372325,-0.044722719,0.834743654,1
89,35,-239,52.59839095,0.011161637,0.028440367,0.901198842,1
104,26,-652,60.13051585,0.020155039,0.05066251,0.663049096,1
41,-127,-265,59.00747791,0.096774194,-0.071310116,0.694700461,1
155,25,-439,58.49787069,0.043017869,0.083955224,0.709463931,1
57,65,-361,60.03335186,-0.003703704,0.084840056,0.665740741,1
29,33,-453,67.65393609,-0.002304147,0.074698795,0.478110599,1
132,210,356,40.46087889,-0.051655629,0.153915392,1.471523179,1
41,1,-547,64.35695538,0.016313214,0.030927835,0.553833605,1
25,-39,-413,56.89482471,0.018779343,-0.005422153,0.757629108,1
179,-71,-279,52.17866625,0.037413948,0.017635532,0.916492068,1
17,147,-619,60.40336134,-0.036171397,0.069609508,0.655537006,1
115,-91,-531,53.78043571,0.02727032,0.003696858,0.859412232,1
-71,43,-613,63.32029552,-0.039121482,-0.016587678,0.579272478,1
-147,247,-51,50.41082649,-0.062959412,0.016244314,0.983700863,1
-219,-421,697,41.25031383,0.061472915,-0.136752137,1.424223981,1
207,-29,-795,58.55022586,0.043350478,0.046185781,0.707935342,1
23,165,-469,61.01456083,-0.054657429,0.113253012,0.638953041,1
127,45,-429,56.66770283,0.0224904,0.06169297,0.764673615,1
-117,15,-399,60.13204672,-0.055743243,-0.064968153,0.663006757,1
-166,130,-1588,62.47642992,-0.03722334,-0.007537688,0.600603622,1
293,63,-123,52.84327323,0.100612423,0.174509804,0.892388451,1
113,239,-1387,65.30567204,-0.021290977,0.111959288,0.531260561,1
147,-61,-379,56.67959112,0.064676617,0.034987795,0.764303483,1
-327,-127,-1519,64.2308413,-0.029171529,-0.118910424,0.556884481,1
-54,-126,524,44.44444444,0.017175573,-0.034351145,1.25,1
-28,82,-844,64.17058428,-0.028780743,0.025304592,0.558346415,1
-3,13,-103,57.06447188,-0.019230769,0.015974441,0.752403846,1
-28,24,-330,54.95495495,-0.01420765,-0.001333333,0.819672131,1
-157,-147,-531,59.88090808,-0.00310752,-0.141001855,0.669981355,1
58,-62,-498,63.48862405,0.051194539,-0.002967359,0.575085324,1
-9,-171,-927,64.95643756,0.04023845,-0.082872928,0.539493294,1
164,44,-266,56.09532539,0.049019608,0.108559499,0.782679739,1
-237,135,-305,55.05804312,-0.112048193,-0.037638376,0.81626506,1
18,14,-672,67.21311475,0.00152439,0.025,0.487804878,1
133,-73,-709,62.05372322,0.056438356,0.02688172,0.611506849,1
84,30,12,49.65870307,0.030927835,0.06440678,1.013745704,1
-338,-112,-1662,65,-0.031380172,-0.116039195,0.538461538,1
-48,-6,-276,66.08391608,-0.037037037,-0.092783505,0.513227513,1
17,33,-459,64.05388855,-0.007648184,0.042589438,0.561185468,1
5,-71,-501,67.16929404,0.03877551,-0.068893528,0.48877551,1
-65,425,-247,51.6985284,-0.065176909,0.051252847,0.934291035,1
-15,-39,-557,63.76668314,0.009302326,-0.036834925,0.568217054,1
8,58,-52,51.13537118,-0.021349274,0.029490617,0.95559351,1
150,38,-176,53.96396396,0.046744574,0.091976517,0.853088481,1
-374,134,-524,58.59580052,-0.142217245,-0.095087163,0.706606943,1
-317,-455,-565,55.68524854,0.024936755,-0.175295186,0.795807734,1
-207,-181,-1031,61.48874526,-0.004711852,-0.112268519,0.626313882,1
100,30,676,42.31468849,0.018807093,0.025620812,1.363245567,1
-3,31,-243,60,-0.023319616,0.028806584,0.666666667,1
26,32,-188,60.70615034,-0.005628518,0.084057971,0.64727955,1
9,-171,-1619,67.98489225,0.029411765,-0.056210965,0.470915033,1
459,-197,2597,36.65330455,0.091979809,0.021255882,1.728266966,1
-542,-476,2258,36.23842028,-0.011099899,-0.097304531,1.759502186,1
-64,-68,-602,63.25991189,0.001392758,-0.079136691,0.580779944,1
33,-209,853,42.79439094,0.047769443,-0.025989368,1.336754836,1
28,-102,390,41.875,0.064676617,-0.026523297,1.388059701,1
-52,-50,1030,37.45126706,-0.000650618,-0.01986755,1.67013663,1
3,-31,-139,54.46945338,0.020070838,-0.019774011,0.835891381,1
267,43,405,43.54478801,0.081991215,0.087521174,1.296486091,1
-163,25,-411,61.53846154,-0.085766423,-0.100729927,0.625,1
157,-47,1247,37.82939684,0.052631579,0.017268446,1.643446852,1
5,17,15,49.49832776,-0.008108108,0.014569536,1.02027027,1
270,-84,1540,35.55347092,0.093403694,0.027074236,1.812664908,1
61,-73,-163,52.57993036,0.040337146,-0.00400534,0.901866346,1
178,6,1388,35.8713355,0.048808173,0.029206349,1.787741203,1
-14,-226,238,45.15866558,0.095495495,-0.089020772,1.214414414,1
-3,-39,655,42.79744887,0.009249743,-0.008073818,1.336587873,1
-220,32,-774,59.00418799,-0.049684543,-0.053348468,0.694794953,1
-42,-32,844,39.80183664,-0.003035823,-0.014853473,1.512446873,1
-78,-124,666,40.50741163,0.016185785,-0.048394825,1.468684025,1
-45,-37,231,45.14501892,-0.003724395,-0.031417625,1.215083799,1
80,-62,1908,37.9515029,0.023627288,0.001831875,1.634941764,1
82,106,-602,56.02723268,-0.004288778,0.0428051,0.784846319,1
-68,-6,-66,55.97826087,-0.100323625,-0.152263374,0.786407767,1
-297,-35,-409,54.19659347,-0.049602423,-0.07437276,0.845134419,1
172,-66,1236,34.80078701,0.08409894,0.019992456,1.873498233,1
143,7,-309,55.99069407,0.047091413,0.066079295,0.78601108,1
192,-314,1470,35.25280899,0.143995447,-0.018903006,1.836653386,1
197,43,1011,40.66826657,0.034952338,0.037336652,1.458919655,1
102,-32,262,43.24742268,0.079856973,0.031789282,1.31227652,1
-7,19,-65,55.91985428,-0.042345277,0.024793388,0.788273616,1
-123,-9,-639,61.92609183,-0.034358047,-0.064705882,0.61482821,1
252,60,724,37.93333333,0.084358524,0.083780881,1.636203866,1
9,-15,-269,66.91823899,0.022556391,-0.011406844,0.494360902,1
389,115,125,47.88779993,0.096683133,0.163424125,1.088214538,1
-601,-489,221,47.51182166,-0.026540284,-0.233805234,1.104739336,1
427,81,1005,40.4084749,0.081719414,0.081358104,1.474728389,1
134,82,318,45.58578567,0.015834348,0.055102041,1.193666261,1
24,36,-90,52.35602094,-0.006,0.032967033,0.91,1
171,15,-25,50.37125037,0.045990566,0.055655296,0.985259434,1
-134,-98,336,42.84497445,-0.017892644,-0.086438152,1.333996024,1
-213,1289,-3487,60.91666145,-0.077191901,0.086190324,0.641587008,1
-888,-1326,2658,39.93791641,0.041516588,-0.139543678,1.503886256,1
-103,89,-769,59.03642773,-0.038216561,-0.004016064,0.693869427,1
22,-82,1208,36.62533215,0.031438936,-0.01048218,1.730350665,1
54,-444,-118,50.60351882,0.050333535,-0.040381031,0.97614716,1
77,-169,1311,34.29187635,0.085953878,-0.016776076,1.916142558,1
-60,-70,724,39.4828588,0.003679176,-0.031204993,1.532744665,1
183,27,1131,35.45150502,0.056603774,0.041849342,1.820754717,1
-8,-116,698,36.5458751,0.056962025,-0.037667072,1.73628692,1
-79,-303,1447,34.3770244,0.070351759,-0.062849622,1.908919598,1
36,-24,150,42.23602484,0.073529412,0.010752688,1.367647059,1
-87,-85,339,44.07549808,-0.000793021,-0.05375,1.268834259,1
67,17,95,42.89985052,0.087108014,0.109947644,1.331010453,1
31,-11,1129,39.72702457,0.009619789,0.003019324,1.517178195,1
133,115,1775,38.1745503,0.003141361,0.026724138,1.619546248,1
-138,38,-1262,65.70433051,-0.033333333,-0.03628447,0.521969697,1
-22,122,-938,64.70219436,-0.034883721,0.044404973,0.545542636,1
14,-104,424,38.56526429,0.082517483,-0.039508341,1.593006993,1
152,-122,2212,35.78040627,0.049227452,0.003003003,1.794825728,1
-84,-64,32,48.70550162,-0.016611296,-0.116719243,1.053156146,1
156,56,420,43.92361111,0.032938076,0.054695562,1.276679842,1
349,177,209,46.42245806,0.063421829,0.168051118,1.154129794,1
161,65,-179,52.81712307,0.028605483,0.075383589,0.893325387,1
222,284,2336,41.88099541,-0.005145228,0.030259538,1.387717842,1
-111,-71,-225,53.31369661,-0.011049724,-0.057413249,0.875690608,1
203,147,-1637,63.5266898,0.007284079,0.079293158,0.574141519,1
98,226,-984,65.89147287,-0.031372549,0.153409091,0.517647059,1
-55,197,-2119,65.17690875,-0.027692308,0.029206088,0.534285714,1
-114,-32,-472,63.15496098,-0.036187114,-0.110438729,0.583406884,1
16,-20,54,47.33727811,0.0375,-0.003745318,1.1125,1
-402,-398,-1670,57.45935322,-0.000310945,-0.08399832,0.740360697,1
-15,-9,235,34.39575033,-0.011583012,-0.024291498,1.907335907,1
-497,-69,1223,38.97602308,-0.098982424,-0.083604136,1.565679926,1
-13,-5,-5,50.2708559,-0.00862069,-0.019607843,0.989224138,1
-58,-200,854,38.30777656,0.050750536,-0.057256991,1.610436026,1
193,-55,435,44.10089504,0.076260763,0.033478894,1.267527675,1
-174,-30,-730,57.55068266,-0.025880661,-0.049707602,0.73759885,1
-46,-6,1290,36.56809663,-0.011389522,-0.008535785,1.734624146,1
167,73,499,43.42209333,0.028536733,0.055917987,1.302975106,1
27,71,-1059,61.05658801,-0.00752394,0.026273458,0.637824897,1
173,-37,439,38.35543767,0.145228216,0.058519793,1.607192254,1
629,69,1149,42.51660805,0.085784314,0.079084523,1.352022059,1
31,-25,467,38.89681408,0.034229829,0.00233463,1.570904645,1
51,121,21,49.53104064,-0.031559964,0.076106195,1.018935978,1
-3,163,-769,61.99687988,-0.041771515,0.065681445,0.612984399,1
-30,-276,-364,54.01766004,0.050265631,-0.073451752,0.851246424,1
258,184,-1312,63.09381238,0.011705157,0.119524067,0.584941474,1
30,-60,-312,56.74157303,0.034272658,-0.014985015,0.762376238,1
412,148,288,48.32869081,0.031700288,0.062893082,1.069164265,1
-35,-73,-81,52.31560892,0.020765027,-0.064748201,0.91147541,1
195,131,-1223,60.37671814,0.008993817,0.069807281,0.656267566,1
92,18,2,49.94949495,0.037411527,0.055499495,1.002022245,1
60,12,202,48.23488291,0.008695652,0.01215395,1.073188406,1
-48,-104,1272,36.49107901,0.016298021,-0.02541806,1.740395809,1
-369,-209,921,46.387952,-0.013527224,-0.04228237,1.155732161,1
858,820,1584,40.11729473,0.005909798,0.174828089,1.492690513,1
254,84,708,38.57327308,0.071129707,0.088807147,1.592468619,1
-15,-115,-785,70.58206607,0.037147103,-0.115864528,0.41679049,1
33,-827,823,46.81674016,0.071050892,-0.057745455,1.135988103,1
119,59,-301,59.67845659,0.032327586,0.141945774,0.675646552,1
68,-282,710,42.67739274,0.084581924,-0.038503059,1.343160947,1
-134,0,3608,38.42847979,-0.011183442,-0.006979894,1.602236688,1
-58,70,-274,55.24904215,-0.044382802,0.005136986,0.80998613,1
91,7,247,43.26975477,0.052896725,0.047070125,1.311083123,1
-61,-123,101,47.91580685,0.02670112,-0.072900158,1.086993971,1
183,95,-405,60.02971768,0.03630363,0.172242875,0.665841584,1
-573,43,-123,50.63057521,-0.062373431,-0.055036345,0.97509113,1
3,133,-641,57.38309145,-0.026093938,0.036756757,0.742673625,1
-16,-256,632,40.8032596,0.085592011,-0.066863324,1.450784593,1
-26,18,-20,51.953125,-0.082706767,-0.016260163,0.92481203,1
-148,-248,-106,51.03637075,0.019157088,-0.079073482,0.959386973,1
46,-44,-38,50.8010118,0.037344398,0.000856898,0.96846473,1
-11,77,-585,60.24518389,-0.025581395,0.02907489,0.659883721,1
424,68,458,41.76851186,0.153184165,0.151851852,1.394148021,1
124,110,726,39.31095406,0.005243446,0.056768559,1.543820225,1
322,110,580,43.173258,0.057797165,0.089478045,1.316248637,1
154,22,700,40.25612472,0.045643154,0.041006524,1.484094053,1
-86,324,-616,58.41070453,-0.095839177,0.078135259,0.71201496,1
-178,-126,12,49.90427569,-0.00831202,-0.048407643,1.003836317,1
-227,-327,1013,40.982731,0.021720243,-0.083559578,1.440052129,1
16,52,-132,51.36251032,-0.007234727,0.014431239,0.946945338,1
63,61,-483,56.09386828,0.000449843,0.035632184,0.782726046,1
-74,-2,-148,51.14480198,-0.010889292,-0.012032932,0.95523291,1
-596,378,-1024,62.18467396,-0.186375813,-0.068596602,0.60811328,1
152,-78,-44,51.48849797,0.151116951,0.051603905,0.94218134,1
660,130,-410,54.81220657,0.113490364,0.205194805,0.824411135,1
-21,23,-299,62.00803213,-0.028497409,0.002114165,0.612694301,1
1083,575,2659,37.5828897,0.063121272,0.124046087,1.660785288,1
53,-177,-411,53.38717653,0.035504785,-0.021923621,0.873108984,1
-125,7,-597,63.05203323,-0.045769764,-0.069822485,0.585991678,1
51,-37,121,42.59485924,0.126436782,0.014925373,1.347701149,1
40,50,-364,73.27365729,-0.008726003,0.215311005,0.364746946,1
228,394,-1486,60.78061521,-0.019813798,0.115057344,0.645261399,1
-254,114,-954,62.58575198,-0.077571669,-0.049365303,0.597807757,1
45,-49,-559,65.53640912,0.039864292,-0.003225806,0.525869381,1
1221,1035,-1493,58.02601871,0.017231795,0.288934426,0.723364832,1
2,86,-350,57.99086758,-0.033070866,0.047826087,0.724409449,1
-37,-17,-111,54.50121655,-0.014880952,-0.048128342,0.834821429,1
-525,1151,-3529,59.08646171,-0.073034687,0.039395846,0.692435071,1
210,154,618,42.26339509,0.016587678,0.078924545,1.366113744,1
262,110,458,41.22605364,0.07063197,0.12125163,1.425650558,1
-88,400,-1478,65.13723884,-0.07672956,0.091656874,0.535220126,1
-48,122,-196,61.86440678,-0.166340509,0.117460317,0.616438356,1
-123,165,-905,61.33801052,-0.058823529,0.013609851,0.630310458,1
-105,1,-727,68.70818322,-0.039700375,-0.085526316,0.455430712,1
23,83,-1141,67.57006468,-0.013673655,0.050332384,0.479945305,1
86,20,-1046,63.7342437,0.013597033,0.038377987,0.569015245,1
275,237,605,38.36090804,0.019057172,0.15980025,1.606820461,1
-89,-55,-329,57.93535938,-0.014154871,-0.082568807,0.726061615,1
168,100,430,42.86662243,0.026315789,0.077816492,1.332817337,1
850,316,-1988,65.02872694,0.062078586,0.25205361,0.537781911,1
17,-35,669,38.37330553,0.023550725,-0.005076142,1.605978261,1
184,88,-760,64.91365777,0.029020556,0.15212528,0.54050786,1
61,413,-2105,68.27574232,-0.044760936,0.129720854,0.464649034,1
-164,1044,-1080,55.97080938,-0.119320427,0.110497238,0.786645595,1
-90,0,-206,57.55131965,-0.057324841,-0.077720207,0.737579618,1
-14,-62,-308,58.08823529,0.021699819,-0.047619048,0.721518987,1
192,-84,-516,62.05607477,0.103915663,0.066502463,0.611445783,1
-169,175,-1581,67.79203241,-0.057104914,0.002096436,0.475099602,1
-118,72,-538,61.32154882,-0.065202471,-0.025027203,0.630748113,1
-158,150,-386,56.77192982,-0.095179234,-0.003246753,0.761433869,1
206,-12,-652,62.24643125,0.065781533,0.096517413,0.606517803,1
-108,148,-912,66.19318182,-0.068669528,0.021008403,0.510729614,1
-262,-312,1390,38.13993174,0.011185682,-0.079172414,1.621923937,1
43,-103,-371,63.53026988,0.083811711,-0.06,0.574052813,1
114,-250,1260,35.18344309,0.121657754,-0.02467344,1.842245989,1
-117,-111,483,40.04123711,-0.003089598,-0.078404402,1.497425335,1
-14,-424,-446,54.29176289,0.072669266,-0.092210526,0.841900035,1
-244,456,-760,60.03167899,-0.153913808,0.07001321,0.665787159,1
532,332,-1626,64.21825813,0.027233115,0.211143695,0.557189542,1
148,28,-264,53.09859155,0.026525199,0.044044044,0.883289125,1
161,25,215,46.42024642,0.048780488,0.057799876,1.154232425,1
72,-216,-840,61.50054765,0.06411398,-0.051209104,0.626001781,1
132,-22,-180,51.61117078,0.02670829,0.020347762,0.937565036,1
-255,-301,1623,41.71008275,0.005633113,-0.048720645,1.397501837,1
232,64,6,49.86098239,0.078066914,0.136783734,1.005576208,1
108,60,66,48.85654886,0.017021277,0.056910569,1.046808511,1
70,56,474,37.14750542,0.010218978,0.054357204,1.691970803,1
-93,-111,247,45.61590344,0.007003891,-0.066579634,1.192217899,1
-34,26,-646,60.89008766,-0.016611296,-0.003448276,0.642303433,1
190,-208,308,42.71523179,0.220376523,-0.007431874,1.341085271,1
-257,-3,-443,52.11617464,-0.023281393,-0.025937749,0.918790101,1
411,27,83,48.14317673,0.178438662,0.188955997,1.077137546,1
58,18,188,45.21384929,0.022522523,0.035315985,1.211711712,1
277,-129,685,43.98595259,0.081037924,0.023197492,1.273453094,1
-29,-33,-915,62.57904867,0.000878735,-0.02277737,0.59797891,1
90,-92,-274,58.62720403,0.097744361,-0.00152207,0.705692803,1
84,62,20,48.9010989,0.024719101,0.156989247,1.04494382,1
228,-88,2266,38.3171788,0.042518837,0.011701772,1.609795479,1
21,-183,677,40.94193203,0.066666667,-0.036701405,1.44248366,1
52,162,890,35.00673854,-0.052935515,0.055469155,1.856592878,1
-3,45,-359,62.05507052,-0.025974026,0.037168142,0.611471861,1
-65,-209,-143,52.30273752,0.044334975,-0.092505064,0.911945813,1
51,-17,-479,62.92498651,0.02915952,0.024745269,0.589193825,1
316,6,-912,66.90140845,0.085872576,0.180291153,0.494736842,1
-15,-61,585,41.92658018,0.01514154,-0.018060837,1.385121791,1
37,17,-657,65.47338672,0.007194245,0.036834925,0.527338129,1
-232,174,-2586,65.27646503,-0.036742081,-0.009867302,0.531945701,1
1052,-98,-772,53.5380385,0.098442048,0.094101401,0.867830851,1
77,-637,693,44.68150422,0.122638269,-0.077691454,1.238062521,1
71,-15,-243,55.52523874,0.035217035,0.028629857,0.800982801,1
-438,198,-1248,62.53012048,-0.102119461,-0.064308682,0.599229287,1
778,150,-748,55.10371179,0.077761268,0.141033435,0.814759782,1
271,-49,-659,58.74237198,0.072267389,0.071382637,0.70234869,1
18,210,170,49.11660777,-0.020313161,0.023284314,1.035971223,1
172,-178,-288,55.12455516,0.112976114,-0.002379064,0.814073596,1
27,209,-325,53.19065384,-0.033591731,0.049496644,0.880029531,1
87,139,529,45.45298264,-0.009833585,0.035612985,1.200075643,1
-39,-51,-59,50.66969353,0.002688172,-0.020708698,0.973566308,1
-25,-1,-683,64.66294547,-0.007968127,-0.015795869,0.546480744,1
289,19,369,42.94455067,0.120213713,0.103217158,1.32858415,1
924,362,58,49.69370511,0.059723698,0.13499895,1.012327311,1
150,-116,290,41.38954869,0.190817791,0.017223911,1.416068867,1
-8,8,48,48.1595092,-0.012738854,0,1.076433121,1
36,18,-544,57.57660167,0.004354136,0.017728168,0.736816642,1
47,45,-527,63.81751442,0.000821693,0.066666667,0.566967954,1
-57,15,-217,55.50481989,-0.032906764,-0.023945268,0.801645338,1
91,11,197,43.36700337,0.062111801,0.060642093,1.305900621,1
457,-45,-1581,62.8307093,0.064841126,0.089956332,0.591578404,1
342,200,548,39.54996186,0.068466731,0.170977918,1.528447445,1
281,227,659,42.1341609,0.01529745,0.104785479,1.373371105,1
-127,67,-1107,64.75606505,-0.039934129,-0.02269289,0.544256896,1
47,23,303,42.59892526,0.013761468,0.029787234,1.347477064,1
89,25,-217,51.64618419,0.009400705,0.017885158,0.936251469,1
-208,-146,1862,42.47980614,-0.005894657,-0.02485606,1.354059707,1
255,137,13,49.73436861,0.048479869,0.159349593,1.010682005,1
104,84,-740,60.54732041,0.004708098,0.067919075,0.651600753,1
-144,-144,36,49.67391304,0,-0.051835853,1.013129103,1
-25,81,-1279,63.5630965,-0.017684351,0.016298021,0.573239907,1
83,113,-595,61.9047619,-0.009696186,0.102941176,0.615384615,1
130,-6,-1172,60.29515109,0.01981352,0.027433628,0.658508159,1
-163,-141,237,47.06319703,-0.005792522,-0.071161049,1.124802528,1
227,-85,537,44.08199251,0.078,0.02798581,1.2685,1
179,-13,823,36.58298011,0.085561497,0.042673522,1.733511586,1
262,70,400,41.66666667,0.096,0.118571429,1.4,1
-293,-53,-47,51.22843701,-0.12244898,-0.185423365,0.952040816,1
-59,27,-615,56.44518969,-0.015967323,-0.007699711,0.771630152,1
-8,-62,-216,53.81625442,0.017728168,-0.026778883,0.858174655,1
-114,50,-426,60.21093001,-0.065286624,-0.038554217,0.660828025,1
511,205,215,47.69757978,0.06870229,0.146601147,1.096542434,1
-358,-372,680,36.07698608,0.007945516,-0.233824471,1.77185017,1
76,70,-502,60.61759729,0.00209351,0.078410311,0.649685973,1
247,79,965,38.73978996,0.05060241,0.062095238,1.581325301,1
-68,-920,2602,37.13155292,0.113478956,-0.077721838,1.693127331,1
-76,88,-702,59.09797823,-0.035964912,0.003802281,0.692105263,1
-205,-381,2725,38.68825239,0.01888412,-0.039675017,1.584763948,1
-5,1,-45,50.73794687,-0.001939237,-0.001331558,0.970911441,1
88,4,248,44.84193012,0.038961039,0.034690799,1.230055659,1
131,59,-483,58.70897944,0.022113022,0.082969432,0.703316953,1
228,82,-128,51.74577196,0.038481813,0.087620124,0.93252504,1
48,-60,-588,65,0.042386185,-0.008746356,0.538461538,1
108,-94,-628,63.80826737,0.069607167,0.008505468,0.567195038,1
10,-320,648,44.56193353,0.062146893,-0.046927036,1.244067797,1
191,49,439,41.48234381,0.066417212,0.079575597,1.410664172,1
2151,1013,1793,41.98623402,0.121141154,0.24375963,1.381733021,1
-235,-313,293,46.03947013,0.022900763,-0.137274549,1.172049325,1
161,61,829,39.01404718,0.033967391,0.048239896,1.563179348,1
